spectrum_id,sample_id,validation_fold,l0_required,canonical_topology,voltage,time,manual_fmin,manual_fmax,predicted_fmin,predicted_fmax
"C:\Users\Herman\Desktop\Ti overlayer backup\140.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\141_II_II_Ti + IrOx Ar14 O1, etched,Ti100nm 0.5Pa Ir 25nm, RDC731 S1\II_Day1_procedure1_05_PEIS_C01.mpt::working::working::1",140,129,True,TWO_PROCESS,1.3599208924242423,3997.500974804763,10.0,5435.93,4.47846731013581,8494.924718140184
"C:\Users\Herman\Desktop\Ti overlayer backup\140.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\141_II_II_Ti + IrOx Ar14 O1, etched,Ti100nm 0.5Pa Ir 25nm, RDC731 S1\II_Day1_procedure1_05_PEIS_C01.mpt::working::working::2",140,129,True,TWO_PROCESS,1.3799244015151513,4101.476156476242,10.0,6333.79,3.155583338397771,13069.673483928287
"C:\Users\Herman\Desktop\Ti overlayer backup\140.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\141_II_II_Ti + IrOx Ar14 O1, etched,Ti100nm 0.5Pa Ir 25nm, RDC731 S1\II_Day1_procedure1_05_PEIS_C01.mpt::working::working::3",140,129,True,TWO_PROCESS,1.3998871196969698,4205.020773424242,0.500352,7374.48,2.6612124680683182,10790.835176015942
"C:\Users\Herman\Desktop\Ti overlayer backup\140.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\141_II_II_Ti + IrOx Ar14 O1, etched,Ti100nm 0.5Pa Ir 25nm, RDC731 S1\II_Day1_procedure1_05_PEIS_C01.mpt::working::working::4",140,129,True,ONE_PROCESS,1.419881496969697,4309.753709210916,0.500352,5435.93,3.12732780287392,7356.467877438731
"C:\Users\Herman\Desktop\Ti overlayer backup\140.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\141_II_II_Ti + IrOx Ar14 O1, etched,Ti100nm 0.5Pa Ir 25nm, RDC731 S1\II_Day1_procedure1_05_PEIS_C01.mpt::working::working::5",140,129,True,TWO_PROCESS,1.439876065151515,4413.8309343834035,0.500352,4670.52,1.788184105783291,9640.597299969471
"C:\Users\Herman\Desktop\Ti overlayer backup\140.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\141_II_II_Ti + IrOx Ar14 O1, etched,Ti100nm 0.5Pa Ir 25nm, RDC731 S1\II_Day1_procedure1_05_PEIS_C01.mpt::working::working::6",140,129,True,ONE_PROCESS,1.4598840363636363,4519.06128554967,0.500352,7374.48,4.330946432224127,7107.372164829809
"C:\Users\Herman\Desktop\Ti overlayer backup\140.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\141_II_II_Ti + IrOx Ar14 O1, etched,Ti100nm 0.5Pa Ir 25nm, RDC731 S1\II_Day1_procedure1_05_PEIS_C01.mpt::working::working::7",140,129,True,ONE_PROCESS,1.4798527500000003,4624.221763043108,4.0,7374.48,4.12097802625941,7048.384765241221
"C:\Users\Herman\Desktop\Ti overlayer backup\140.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\141_II_II_Ti + IrOx Ar14 O1, etched,Ti100nm 0.5Pa Ir 25nm, RDC731 S1\II_Day1_procedure1_05_PEIS_C01.mpt::working::working::8",140,129,True,ONE_PROCESS,1.499899993939394,4724.77127242339,4.0,8590.4,3.953779964699308,7560.171390160573
"C:\Users\Herman\Desktop\Ti overlayer backup\140.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\141_II_II_Ti + IrOx Ar14 O1, etched,Ti100nm 0.5Pa Ir 25nm, RDC731 S1\II_Day1_procedure1_05_PEIS_C01.mpt::working::working::9",140,129,True,ONE_PROCESS,1.519939712121212,4824.085756269065,4.0,4670.52,4.193057400507721,8828.549799534147
"C:\Users\Herman\Desktop\Ti overlayer backup\140.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\141_II_II_Ti + IrOx Ar14 O1, etched,Ti100nm 0.5Pa Ir 25nm, RDC731 S1\II_Day1_procedure1_05_PEIS_C01.mpt::working::working::12",140,129,True,ONE_PROCESS,1.5798403818181816,5107.137116854294,1.0,10002.2,1.6761316126033736,15158.757304337703
