pipeline,topology_model,held_out_sample,accuracy,balanced_accuracy,macro_f1,brier,count
A_raw,random_forest,129,0.4777777777777778,0.4619000494804552,0.3908410138248848,0.40371666666666656,180
A_raw,hist_gradient_boosting,129,0.5,0.4846610588817417,0.42233632862644416,0.4878052703254937,180
A_raw,random_forest,140,0.7288461538461538,0.7248551401176662,0.7245421245421245,0.22948297008547008,520
A_raw,hist_gradient_boosting,140,0.7115384615384616,0.7022184679678123,0.6923076923076923,0.2726866242047662,520
A_raw,random_forest,150,0.5625,0.5506818181818182,0.5507628618168464,0.297905004789272,464
A_raw,hist_gradient_boosting,150,0.5969827586206896,0.5779545454545455,0.5769375167605256,0.38772028722153207,464
A_raw,random_forest,157,0.2855543113101904,0.396347676908392,0.28389391654097534,0.5407978847828792,893
A_raw,hist_gradient_boosting,157,0.2967525195968645,0.3768058457807703,0.29670930524203665,0.671430129998079,893
B_manual_range,random_forest,129,0.6,0.5917862444334487,0.5813412585605375,0.2853669135802469,180
B_manual_range,hist_gradient_boosting,129,0.6611111111111111,0.6473280554181099,0.6171414623940863,0.3208217488041797,180
B_manual_range,random_forest,140,0.40384615384615385,0.4050593517983373,0.40376677368288677,0.33077726495726495,520
B_manual_range,hist_gradient_boosting,140,0.39807692307692305,0.3946338860978971,0.3922307402193436,0.5378364502428636,520
B_manual_range,random_forest,150,0.4547413793103448,0.48507575757575755,0.44166845021521484,0.4273672653256705,464
B_manual_range,hist_gradient_boosting,150,0.46336206896551724,0.4968939393939394,0.4464943588760869,0.5211345303306949,464
B_manual_range,random_forest,157,0.2889137737961926,0.4420742718571834,0.2791365223681183,0.6519366803533657,893
B_manual_range,hist_gradient_boosting,157,0.3303471444568869,0.5191064933054717,0.31371959369152635,0.6633483436846492,893
C_ml_range_random_forest,random_forest,129,0.5222222222222223,0.5148441365660564,0.5045448726155422,0.33793851851851847,180
C_ml_range_random_forest,hist_gradient_boosting,129,0.45,0.4461900049480455,0.44380286525796686,0.5002975709635312,180
C_ml_range_random_forest,random_forest,140,0.6384615384615384,0.635857081462381,0.635610025197179,0.23657138888888887,520
C_ml_range_random_forest,hist_gradient_boosting,140,0.6596153846153846,0.6532180382044784,0.6483681055659768,0.31152344075336125,520
C_ml_range_random_forest,random_forest,150,0.5,0.516969696969697,0.4986587183308495,0.33884039750957856,464
C_ml_range_random_forest,hist_gradient_boosting,150,0.5258620689655172,0.543939393939394,0.5243686515702171,0.44540929827340625,464
C_ml_range_random_forest,random_forest,157,0.3236282194848824,0.4683815752134768,0.3185617545987467,0.543736742565634,893
C_ml_range_random_forest,hist_gradient_boosting,157,0.335946248600224,0.47403774217681804,0.3327297585070659,0.6409590528088547,893
C_ml_range_hist_gradient_boosting,random_forest,129,0.6055555555555555,0.6020534388916379,0.6011111457910672,0.21851648148148148,180
C_ml_range_hist_gradient_boosting,hist_gradient_boosting,129,0.6388888888888888,0.6463384463137061,0.6317859952793077,0.30409729460050416,180
C_ml_range_hist_gradient_boosting,random_forest,140,0.551923076923077,0.5441915262526119,0.5321122528972663,0.2847148076923077,520
C_ml_range_hist_gradient_boosting,hist_gradient_boosting,140,0.5442307692307692,0.5345292609552601,0.5133451008730883,0.4252952606265651,520
C_ml_range_hist_gradient_boosting,random_forest,150,0.47413793103448276,0.49484848484848487,0.47058713502796323,0.3639045498084291,464
C_ml_range_hist_gradient_boosting,hist_gradient_boosting,150,0.3297413793103448,0.32553030303030306,0.32590589103615153,0.6060198782845293,464
C_ml_range_hist_gradient_boosting,random_forest,157,0.3471444568868981,0.48436331037329416,0.34456694023640555,0.5436928580316038,893
C_ml_range_hist_gradient_boosting,hist_gradient_boosting,157,0.2956326987681971,0.3882632923148363,0.2955054840995604,0.6695694395420332,893
