spectrum_id,sample_id,validation_fold,l0_required,canonical_topology,voltage,time,manual_fmin,manual_fmax,predicted_fmin,predicted_fmax
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::1",181,129,True,TWO_PROCESS,1.3647585030303029,4892.798346689107,3.0,4006.15,2.899586598826212,3623.116932137488
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::2",181,129,True,TWO_PROCESS,1.3847744196969698,4997.644173342952,2.0,5435.93,2.8063154762397824,3460.1062215280285
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::3",181,129,True,TWO_PROCESS,1.404791509090909,5102.153132470498,2.0,5435.9331,2.8542734132389374,3491.269232753166
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::4",181,129,True,TWO_PROCESS,1.4247939303030301,5204.3985079374015,3.0,5435.9331,2.879304162782963,3652.614666633998
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::5",181,129,True,TWO_PROCESS,1.4447821621212118,5306.680387338152,3.0,6333.79,2.8588106026832167,3599.1709215938813
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::6",181,129,True,TWO_PROCESS,1.4648034515151516,5408.228124657981,3.0,5435.93,2.814068468427833,3482.088287981172
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::7",181,129,True,TWO_PROCESS,1.484764087878788,5508.8451658212725,3.0,6333.79,2.959939551441528,3266.6032805205696
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::8",181,129,True,TWO_PROCESS,1.5047633742424242,5610.523701986909,4.0,5435.93,2.8999736979164727,2008.757320144216
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::9",181,129,True,TWO_PROCESS,1.5247625333333334,5713.666756376041,4.0,6333.79,3.3806549748874004,3293.677217162342
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::10",181,129,True,TWO_PROCESS,1.544732853030303,5818.650106679255,4.0,6333.79,4.18833059604332,3459.8270015351613
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::11",181,129,True,ONE_PROCESS,1.5647809787878788,5924.802771226281,6.0,5435.9331,3.5159301720313207,3824.8408415259487
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::12",181,129,True,ONE_PROCESS,1.5847884227272726,6027.085853070332,4.0,3441.1,3.5117032114177613,3899.3465933925545
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::13",181,129,True,ONE_PROCESS,1.6047964863636361,6127.4211032396315,4.0,5435.93,3.521209716715983,3828.546292549282
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::14",181,129,True,TWO_PROCESS,1.6247854484848485,6227.497226738444,4.0,7374.48,3.57795604901407,3826.176533105716
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::15",181,129,True,TWO_PROCESS,1.6447668621212121,6327.753517424805,4.0,4670.52,3.628842217876598,3719.461490480559
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::16",181,129,True,TWO_PROCESS,1.3649375318181818,25678.282837449206,3.0,5435.93,2.978429286330348,3679.194850532781
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::17",181,129,True,TWO_PROCESS,1.3849512045454546,25778.182952763505,2.0,5435.93,2.973985215668577,3646.643671023856
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::18",181,129,True,TWO_PROCESS,1.4049175757575756,25881.734130852437,2.0,6333.7935,2.931567710105778,3554.536874662145
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::19",181,129,True,TWO_PROCESS,1.4249241136363635,25985.073718840787,3.0,6333.7935,3.0604419387588093,3640.0249786150825
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::20",181,129,True,TWO_PROCESS,1.4448928757575759,26087.324175480466,3.0,5435.93,3.0468607940681847,3542.95341132594
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::21",181,129,True,TWO_PROCESS,1.464910687878788,26190.57198414771,3.0,6333.79,2.866434291964976,3669.623400017242
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::22",181,129,True,TWO_PROCESS,1.4849200333333334,26292.143382187038,3.0,6333.79,2.824598490251834,3057.012893930472
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::23",181,129,True,TWO_PROCESS,1.5049469984848485,26394.524467961386,4.0,5435.93,2.971964672538035,2258.1730046556854
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::24",181,129,True,TWO_PROCESS,1.524936009090909,26498.633368020237,4.0,6333.79,3.660178669070711,3546.5423083585256
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::25",181,129,True,TWO_PROCESS,1.544864206060606,26607.497477231806,4.0,1380.4421,4.54800853042123,3123.443171165839
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::26",181,129,True,ONE_PROCESS,1.564884628787879,26712.48730695351,6.0,4670.5166,3.772880867516655,3723.641909146251
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::27",181,129,True,ONE_PROCESS,1.5849327833333333,26816.140658851724,4.0,5435.93,3.775316246133357,3931.446659047973
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::28",181,129,True,ONE_PROCESS,1.6049084848484847,26916.68557631987,4.0,6333.79,3.704401291451199,4022.092831916592
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::29",181,129,True,TWO_PROCESS,1.6249266727272729,27016.78905391252,4.0,5435.93,2.257797446419078,8172.888355870718
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::30",181,129,True,TWO_PROCESS,1.6449478545454543,27115.81406881757,4.0,6333.79,3.3384701784123587,3989.127445851035
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::31",181,129,True,TWO_PROCESS,1.3649134257575755,46466.45189201799,3.0,3441.1013,2.6753168031058294,5317.44483706069
"C:\Users\Herman\Desktop\Ti overlayer backup\181.eisfit.json::\\ELECTROLYZER\PEM-WE_measurements\2025\181_II_II_Ti520nm + IrOx Ar14 O1, etched, Ir 25nm, RDC837\II_Day4_procedure1_05_PEIS_C02.mpt::working::working::32",181,129,True,TWO_PROCESS,1.3849300666666664,46568.3594575835,2.0,6333.79,3.0066542433176537,3680.938045100633
